,date,tweet,clean_tweets,len,Sentiment
123,2020-07-16 16:20:55,@BobWeeksTSN Don’t be using him to promote golf. The world has enough dinks,bobweekstsn using promote golf world enough dinks,49,0
124,2020-07-16 16:20:56,I REALLY WANT THIS EMMA WOODS COSPLAY AND I NEEDTO REACH 80 LIKES ON INSTA AND AN ACCOUNT CAN GET IT FOR ME PERSONA… https://t.co/7ADNxTSgDW,really want emma woods cosplay needto reach likes insta account get persona adnxtsgdw,85,1
125,2020-07-16 16:20:56,"Lindsey Graham is a shitty politician, and this brief story tells of his recent adventures. He  screwed America up… https://t.co/mWUmMoo8GY",lindsey graham shitty politician brief story tells recent adventures screwed america mwummoo gy,95,0
126,2020-07-16 16:20:57,@yooniesbelly @flrbts i think cracker originated from slavery when the white masters whipped black people and it so… https://t.co/m6SdAu3USh,yooniesbelly flrbts think cracker originated slavery white masters whipped black people sdau ush,96,-1
127,2020-07-16 16:20:57,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
128,2020-07-16 16:20:58,"@BH_Woods gotta disagree woods purely becuase he split again, he probs has split all this time from when he first g… https://t.co/yxC9jtuq39",bh woods gotta disagree woods purely becuase split probs split time first g yxc jtuq,84,1
129,2020-07-16 16:21:00,RT @__BigO__: IM FINALLY QUITTING MY DEAD END JOB AND GOING TO PURSUE MY MASTERS THIS FALL!!!!! MY GOD IS A MIRACLE WORKER!!!! https://t.co…,bigo im finally quitting dead end job going pursue masters fall god miracle worker,82,-1
130,2020-07-16 16:21:00,"In nature, silence is loud. You can sit and enjoy the subtle sounds that surround you. Deep in the woods, there is… https://t.co/QGlDZEVK9R",nature silence loud sit enjoy subtle sounds surround deep woods qgldzevk r,74,1
131,2020-07-16 16:21:00,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
132,2020-07-16 16:21:01,@XboxP3 Hmm but yet you pull 12 month golf subscription from your site. When my game pass expired in Sept I'm not r… https://t.co/wUiqlJa8gu,xboxp hmm yet pull month golf subscription site game pass expired sept r wuiqlja gu,83,-1
133,2020-07-16 16:21:02,"RT @thabangdenia: Golf R
Babe blue
61000 km
#TsongaDrive https://t.co/T61rCNocOO",thabangdenia golf r babe blue km tsongadrive rcnocoo,52,0
134,2020-07-16 16:21:02,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
135,2020-07-16 16:21:02,RT @TrialLawyerRich: Tax the rich. https://t.co/lZ36NdV6Fg,triallawyerrich tax rich lz ndv fg,34,1
136,2020-07-16 16:21:03,¡The Best Golf Resorts of the World Daily está disponible! https://t.co/RsLQvLCHdk,best golf reso world daily est disponible rslqvlchdk,52,1
137,2020-07-16 16:21:03,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
138,2020-07-16 16:21:03,"RT @TheRaDR: If you don't know about the Puritans' using the Biblical Exodus story as the model of their own experience, and how some tried…",theradr know puritans using biblical exodus story model experience tried,72,0
139,2020-07-16 16:21:03,A Covid-19 success story in Rwanda.,covid success story rwanda,26,1
140,2020-07-16 16:21:04,RT @CaslerNoel: If you think the daughter of mafia money-launderer who sexually assaults women for kicks and sold cocaine out of his casino…,caslernoel think daughter mafia money launderer sexually assaults women kicks sold caine casino,95,1
141,2020-07-16 16:21:04,RT @fearthefaithful: Why y’all out here making us look hella ignorant and uneducated? #dominicans are black. Our roots are black. We’re not…,fea hefaithful making us look hella ignorant uneducated dominicans black roots black,84,-1
142,2020-07-16 16:21:04,Congratulations to Tim O'Neal on another tournament win! We know he was excited to get back on the #Golf course. We… https://t.co/kqzGwqbkBI,congratulations tim neal another tournament win know excited get back golf urse kqzgwqbkbi,90,1
143,2020-07-16 16:21:05,"@HarunMuriiki @amerix @MMUST_Kenya @MMUST_Kenya  we earn genuine marks and genuine degrees, masters and Phds. I dar… https://t.co/Hel3OkfftO",harunmuriiki amerix mmust kenya mmust kenya earn genuine marks genuine degrees masters phds dar hel okffto,106,1
144,2020-07-16 16:21:05,RT @yamillie_1233: I need a trip to top golf asappp,yamillie need trip top golf asappp,34,1
145,2020-07-16 16:21:05,RT @__BigO__: IM FINALLY QUITTING MY DEAD END JOB AND GOING TO PURSUE MY MASTERS THIS FALL!!!!! MY GOD IS A MIRACLE WORKER!!!! https://t.co…,bigo im finally quitting dead end job going pursue masters fall god miracle worker,82,-1
146,2020-07-16 16:21:05,"RT @DubGalaxia: The older I get, the more enticing a cabin in the woods away from society gets",dubgalaxia older get enticing cabin woods away society gets,59,1
147,2020-07-16 16:21:06,RT @buddysboo: @mikewin62444122 @jentaub @philfoureight Donald Trump to golf. And visit all his resorts so he makes more money.,buddysboo mikewin jentaub philfoureight donald trump golf visit reso makes money,80,0
148,2020-07-16 16:21:07,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
149,2020-07-16 16:21:07,"RT @davidschneider: 1: 
The Pope is Catholic

2:
Bears shit in the woods

3:",davidschneider pope catholic bears shit woods,45,-1
150,2020-07-16 16:21:07,"RT @smileitsjoy: @teamkorie @DrHJHenderson @jerelleaj @That_Astro_Chic @BlackWomenPhDs Pub: Bennett, L. K., Scruggs, X., &amp; Woods, J. M. (20…",smileitsjoy teamkorie drhjhenderson jerelleaj astro chic blackwomenphds pub bennett l k scruggs x amp woods j,109,0
151,2020-07-16 16:21:08,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
152,2020-07-16 16:21:09,"RT @Rainbow_vt8: Let us take our hearts for a walk in the woods;
And listen to the magic whispers of the old trees. https://t.co/qJxAId0KIM",rainbow vt let us take hea walk woods listen magic whispers old trees qjxaid kim,80,1
153,2020-07-16 16:21:10,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
154,2020-07-16 16:21:10,"@pamelam35 Im a numbers guy, read the market, fade the public, contrarion, sharp play vs public, etc..
But especial… https://t.co/aCiFGWO5Mb",pamelam im numbers guy read market fade public ntrarion sharp play vs public etc especial acifgwo mb,100,-1
155,2020-07-16 16:21:11,RT @Woofkoof: @HKrassenstein That's why she's back in the White House.  The weekly Russian yachts at Mar-a-Lago 'golf outings' were not wor…,woofkoof hkrassenstein back white house weekly russian yachts mar lago golf outings wor,87,0
156,2020-07-16 16:21:11,Idk how but I knew this was a DaBaby song before I even opened it,idk knew dababy song even opened,32,0
157,2020-07-16 16:21:11,"@GinaBryson @sendtoTerri @MhWalt3067 @charliekirk11 Actually, it's a bs show because he's wasted $150 million on golf weekends in his term.",ginabryson sendtoterri mhwalt charliekirk actually bs show wasted million golf weekends term,92,-1
158,2020-07-16 16:21:11,@CoderInCrisis @Gormogons @MollyRatty @BrunusCutis @_David_Edward I disagree. Man-Knockers can definitely ruin a pe… https://t.co/XczQMg2CFT,coderincrisis gormogons mollyratty brunuscutis david edward disagree man knockers definitely ruin pe xczqmg cft,111,0
159,2020-07-16 16:21:12,@Carbisbay17 Its fine to have own opinions etc but from this tweet are you saying people arw tlaking bollocks about Woods being decent?,carbisbay fine opinions etc tweet saying people arw tlaking bollocks woods decent,81,1
160,2020-07-16 16:21:15,"Friday 12pm UK time stream start what game do you all want to see me play.
Sea of thieves 
Fallout 76 not played it… https://t.co/gCAtnBKc3P",friday pm uk time stream sta game want see play sea thieves fallout played gcatnbkc p,85,-1
161,2020-07-16 16:21:15,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
162,2020-07-16 16:21:15,"THREAD// After a week, little attention has been brought to the cold murder of sean reed #justiceforseanreed he des… https://t.co/N8KhXJp8DR",thread week little attention brought ld murder sean reed justiceforseanreed des n khxjp dr,90,-1
163,2020-07-16 16:21:15,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
164,2020-07-16 16:21:16,RT @RedWingGrips: Dr. Fauci is gracing the cover and doing photoshoots for InStyle magazine so I don't want to hear one damn word about Tru…,redwinggrips dr fauci gracing ver photoshoots instyle magazine want hear one damn word tru,90,0
165,2020-07-16 16:21:16,"RT @AllanMargolin: By Contrast, You Can Hardly Get Trump To Come Off The Golf Course https://t.co/7k4I8ZYKpP 

 @lizzym4jam @wandainparis @…",allanmargolin contrast hardly get trump come golf course k zykpp lizzym jam wandainparis,88,-1
166,2020-07-16 16:21:17,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
167,2020-07-16 16:22:19,"@GovChristie Washington Post Announces:  After visiting Walter Reed Hospital in a mask, Trump felt compelled to vis… https://t.co/w2OnsNJIXj",govchristie washington post announces visiting walter reed hospital mask trump felt mpelled vis w onsnjixj,106,0
168,2020-07-16 16:22:19,Thanks to Matt Davis for hosting our July Meeting yesterday at Indian Oaks Golf Club. The meeting recap and more ca… https://t.co/3iA1Tr90Fv,thanks matt davis hosting july meeting yesterday indian oaks golf club meeting recap ca ia tr fv,96,1
169,2020-07-16 16:22:20,"RT @WilliamsRuto: With the changes in Parliamentary leadership including committee membership &amp; leadership now concluded, I urge all MPs NO…",williamsruto changes parliamentary leadership including mmittee membership amp leadership ncluded urge mps,106,0
170,2020-07-16 16:22:20,"https://t.co/LYFD8rk3JI
Check out my United Masters
@unitedmasters",lyfd rk ji check united masters unitedmasters,45,0
171,2020-07-16 16:22:20,"@dinahaddie It’s never too late. I started a university degree when I was 39, graduating this year with a masters i… https://t.co/u6G4W83ghg",dinahaddie never late sta ed university degree graduating year masters u g w ghg,80,1
172,2020-07-16 16:22:21,"This weeks pod is live! We catch up on the wide world of golf, from the ⁦@rydercup⁩ cancelled, rumours around the ⁦… https://t.co/Rc8YqcL6So",weeks pod live catch wide world golf rydercup cancelled rumours around rc yqcl,78,1
173,2020-07-16 16:22:21,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
174,2020-07-16 16:22:22,"RT @MLM_Mayhem: I want to add to this, though, that the term ""burial site"" was used by the Canadian media to make it seem like some ancient…",mlm mayhem want add though term burial site used canadian media make seem like ancient,86,0
175,2020-07-16 16:22:22,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
176,2020-07-16 16:22:23,8. I’m a big fan of D5 and a ton of love especially for Lake City and the area around the golf course / future ligh… https://t.co/wIMrm3K4nq,big fan ton love especially lake city area around golf urse future ligh wimrm k nq,82,1
177,2020-07-16 16:22:23,RT @paulaakpan: I’m receiving a departmental bursary - a full fee waiver - for my Masters!!! I read ‘on the strength of your application’ a…,paulaakpan receiving depa mental bursary full fee waiver masters read strength application,90,1
178,2020-07-16 16:22:23,RT @__BigO__: IM FINALLY QUITTING MY DEAD END JOB AND GOING TO PURSUE MY MASTERS THIS FALL!!!!! MY GOD IS A MIRACLE WORKER!!!! https://t.co…,bigo im finally quitting dead end job going pursue masters fall god miracle worker,82,-1
179,2020-07-16 16:22:24,I just realized Steel Soul is called that because of Jinn and Sharpe. I have a theory so if you want to read go ahe… https://t.co/tMLfLpsUJP,realized steel soul called jinn sharpe theory want read go ahe tmlflpsujp,73,0
180,2020-07-16 16:22:24,"RT @WilliamsRuto: With the changes in Parliamentary leadership including committee membership &amp; leadership now concluded, I urge all MPs NO…",williamsruto changes parliamentary leadership including mmittee membership amp leadership ncluded urge mps,106,0
181,2020-07-16 16:22:25,RT @Football__Tweet: Cardiff where it started. Saints where he grew. Spurs where he blew. Maicon still has nightmares. Sent Bartra for a si…,football tweet cardiff sta ed saints grew spurs blew mai n still nightmares sent ba ra si,89,0
182,2020-07-16 16:22:25,And we were stalking Beyoncé body gaurd lol,stalking beyonc body gaurd lol,30,1
183,2020-07-16 16:22:26,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
184,2020-07-16 16:22:26,Hey remember this story? Now that Russians are killing American soldiers without nary a word from the President we… https://t.co/rPqCEiB4sA,hey remember story russians killing american soldiers without nary word president rpqceib sa,92,0
185,2020-07-16 16:22:27,"RT @electroboyusa: When is Trump going to deliver a cohesive strategy to deal with the #COVID pandemic?

138,000 Americans are dead and @PO…",electroboyusa trump going deliver hesive strategy deal covid pandemic americans dead po,87,-1
186,2020-07-16 16:22:28,RT @retirewcashflow: I posted this a few weeks ago. Twitter made it dissapear down the rabbit hole. Hat tip to James woods for reposting to…,retirewcashflow posted weeks ago twitter made dissapear rabbit hole hat tip james woods reposting,97,0
187,2020-07-16 16:22:30,RT @_CyborgSandwich: They was touching on Jordan Reed cuz they knew he'd forget everything in an hour,cyborgsandwich touching jordan reed cuz knew forget everything hour,67,1
188,2020-07-16 16:22:30,RT @__BigO__: IM FINALLY QUITTING MY DEAD END JOB AND GOING TO PURSUE MY MASTERS THIS FALL!!!!! MY GOD IS A MIRACLE WORKER!!!! https://t.co…,bigo im finally quitting dead end job going pursue masters fall god miracle worker,82,-1
189,2020-07-16 16:22:31,"I’m going to make it simple for the #Knicks in the #nbadraft if they keep all their picks:

End up with LaMelo or K… https://t.co/lRwTA7rv4e",going make simple knicks nbadraft keep picks end lamelo k lrwta rv e,68,0
190,2020-07-16 16:22:32,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
191,2020-07-16 16:22:32,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
192,2020-07-16 16:22:32,Be Better! #Waterproofs #GalvinGreenWaterproofs Galvin Green Waterproof Golf Jacket – AMOS Electric Red: Current Pr… https://t.co/EliY2FuWY6,better waterproofs galvingreenwaterproofs galvin green waterproof golf jacket amos electric red current pr eliy fuwy,116,1
193,2020-07-16 16:22:32,"@charliekirk11 @realDonaldTrump PLEASE read this letter I uploaded to my Google Drive=share it with coworkers, fami… https://t.co/dPvWT10drs",charliekirk realdonaldtrump please read letter uploaded google drive share workers fami dpvwt drs,97,0
194,2020-07-16 16:22:33,RT @NCalGreenworks: Here is Edgewood golf course using Greenworks Tools commercial 82V GBB700 to maintain their greens. To find your local…,ncalgreenworks edgewood golf urse using greenworks tools mmercial v gbb maintain greens find local,98,0
195,2020-07-16 16:22:33,@David215Gower @selvecricket Try Prah sands golf club in Cornwall,david gower selvecricket try prah sands golf club cornwall,58,0
196,2020-07-16 16:22:34,"Well, as last time - Mario Tennis: Power Tour was good fun.
Mario Golf: Advance Tour... Not so much.

It's obvious… https://t.co/YRkRh9JWqJ",well last time mario tennis power tour good fun mario golf advance tour much obvious yrkrh jwqj,95,1
197,2020-07-16 16:22:34,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
198,2020-07-16 16:22:34,RT @heretosaveday07: Time after Time Biden makes blunders.Kind of makes me wonder who are the puppets masters????Who really is pulling the…,heretosaveday time time biden makes blunders kind makes wonder puppets masters really pulling,93,1
199,2020-07-16 16:22:34,@miss_simone247 @SBDSoultrain @akuscg @RebootedAndrea @Mouse1Noisy @Flattielover @Ana_Ssassin19 @LegendPacLarry1… https://t.co/RXwEbA6ozw,miss simone sbdsoultrain akuscg rebootedandrea mouse noisy flattielover ana ssassin legendpaclarry rxweba ozw,109,0
200,2020-07-16 16:22:34,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
201,2020-07-16 16:22:34,RT @funder: BREAKING: As Trump pulled into his golf course today there was a protester dressed as the grim reaper with a sign reading “137K…,funder breaking trump pulled golf urse today protester dressed grim reaper sign reading k,89,-1
202,2020-07-16 16:22:36,"RT @JadenHeart3: got waaayyyy too horny during my morning run and decided to bust a quick nut in the woods ^^

.. hear the birds twittering…",jadenhea got waaayyyy horny morning run decided bust quick nut woods hear birds twittering,90,1
203,2020-07-16 16:22:37,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
204,2020-07-16 16:22:37,@madridiismo_ Happy golf day,madridiismo happy golf day,26,1
205,2020-07-16 16:22:37,RT @RedWingGrips: Dr. Fauci is gracing the cover and doing photoshoots for InStyle magazine so I don't want to hear one damn word about Tru…,redwinggrips dr fauci gracing ver photoshoots instyle magazine want hear one damn word tru,90,0
206,2020-07-16 16:22:38,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
207,2020-07-16 16:22:38,"RT @hulknaps: I keep thinking of that one time i posted terezi/jake explicitly using the words ""gay girl/lesbian"" to refer to rose just as…",hulknaps keep thinking one time posted terezi jake explicitly using words gay girl lesbian refer rose,101,1
208,2020-07-16 16:22:39,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
209,2020-07-16 16:22:39,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
210,2020-07-16 16:22:39,"Memorial Tournament Golf Live Stream Day 1

#Tiger_Woods Memorial Tournament Golf 2020 Live Stream Round 1 

click… https://t.co/OXFKNcD14Z",memorial tournament golf live stream day tiger woods memorial tournament golf live stream round click oxfkncd z,111,1
211,2020-07-16 16:22:40,"RT @shomaristone: Tiger Woods Says He Supports the Black Lives Matter Movement: 'That's How We Move Forward': @people #TigerWoods 
https://…",shomaristone tiger woods says suppo black lives matter movement move forward people tigerwoods,94,-1
212,2020-07-16 16:22:40,"Out today on Shudder is LAKE OF DEATH. Review below.

This Norwegian import floats through a dull and generic ""cabi… https://t.co/85fytGMsos",today shudder lake death review norwegian impo floats dull generic cabi fytgmsos,80,-1
213,2020-07-16 16:22:40,"welp I guess I’m stuck home for another yr atl big rip 
on the bright side if I also get the FT job I applied for I… https://t.co/f8B1MF3HLh",welp guess stuck home another yr atl big rip bright side also get ft job applied f b mf hlh,91,1
214,2020-07-16 16:22:41,"RT @AlanTaveras2: To all my friends from up north and all act 22s, we are not the USA...people don’t care what you think your right is...we…",alantaveras friends h act usa people care think right,53,1
215,2020-07-16 16:22:42,"@JakeSanders92 he has done a blinding job, if we can keep woods and Bennett next season we can only get better",jakesanders done blinding job keep woods bennett next season get better,71,1
216,2020-07-16 16:22:42,#ChristinaKim needs to continue to bring her personality and humor to #PGATourLive #golf. I haven't enjoyed listeni… https://t.co/kainl5Sgdi,christinakim needs ntinue bring personality humor pgatourlive golf enjoyed listeni kainl sgdi,93,1
217,2020-07-16 16:22:42,"I’m feeling some type of way today, the way my golf swing has developed is merely a reflection of myself as a perso… https://t.co/AbqNMXXb9Y",feeling type way today way golf swing developed merely reflection perso abqnmxxb,80,-1
218,2020-07-16 16:22:43,"RT @BregmanPs: @vintagepringle @jentaub He's in court around the world. In November he was forced to pay more than £250,000 in legal fees t…",bregmanps vintagepringle jentaub u around world november forced pay legal fees,78,-1
219,2020-07-16 16:22:44,@StillBender * A gigantic wolf monster came out of the woods and grabbed toph* TOPH!!* Drako tried to help but was knocked back,stillbender gigantic wolf monster came woods grabbed toph toph drako tried help knocked back,92,0
220,2020-07-16 16:22:44,RT @DomIzzoWDAY: The North Dakota High School Activities Association has signed off on starting fall activities on time. Boys soccer and gi…,domizzowday h dakota high school activities association signed sta ing fall activities time boys soccer gi,106,1
221,2020-07-16 16:22:46,I may be slightly addicted to golf,may slightly addicted golf,26,-1
222,2020-07-16 16:22:47,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
223,2020-07-16 16:22:47,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
224,2020-07-16 16:22:47,RT @RedWingGrips: Dr. Fauci is gracing the cover and doing photoshoots for InStyle magazine so I don't want to hear one damn word about Tru…,redwinggrips dr fauci gracing ver photoshoots instyle magazine want hear one damn word tru,90,0
225,2020-07-16 16:22:48,RT @FANTASMAHOUSE13: PART TWO “These Woods Are Haunted” Something Was Thrown At Us...dropping tonight at 23.30 (UK)  G.M.T  come say hi at…,fantasmahouse pa two woods haunted something thrown us dropping tonight uk g say hi,83,0
226,2020-07-16 16:22:48,That's why they are happy their masters are robbing me,happy masters robbing,21,1
227,2020-07-16 16:22:48,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
228,2020-07-16 16:22:48,"@Soul_Cxtcher “...It really doesn’t, but I admit I don’t anyone throwing a fit over flowers— or, if it’s Miss Woods… https://t.co/yRb9U20unh",soul cxtcher really admit anyone throwing fit flowers miss woods yrb u unh,74,1
229,2020-07-16 16:22:49,Day 1 of the #stateopenva is in the books! Lots of decent swings but no birdies today. Hoping that means a lot of t… https://t.co/IuCyXzN4Yl,day stateopenva books lots decent swings birdies today hoping means lot iucyxzn yl,82,1
230,2020-07-16 16:22:49,"@channelstv My man Boris just playing to his masters dictates. Hey Boris, Trump isn't doing well with his people an… https://t.co/FrRoOivqc3",channelstv man boris playing masters dictates hey boris trump well people frrooivqc,83,0
231,2020-07-16 16:22:49,Tiger Woods first tournament back this year starts in less than an hour. My body is ready!!!!!!!!!!!!!! https://t.co/SlUbL6qgHq,tiger woods first tournament back year sta less hour body ready slubl qghq,74,1
232,2020-07-16 16:22:51,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
233,2020-07-16 16:22:51,RT @MadhubantiChat3: Dear @3M n @scotchbrite I am a masters in law pursuing my PHD. I practice law and have an import and export company wi…,madhubantichat dear n tchbrite masters law pursuing phd practice law impo expo mpany wi,87,0
234,2020-07-16 16:22:52,@Murky__Meg These people have Law degrees / Masters degrees. Meghan Markle doesn't. Her husband barely made it thro… https://t.co/yI5gXFHhqm,murky meg people law degrees masters degrees meghan markle husband barely made thro yi gxfhhqm,94,1
235,2020-07-16 16:22:52,I’m now on vacation until Monday and wanted to watch sports so I throw on The Memorial and think it’ll be backgroun… https://t.co/fsCI0x3JwO,vacation monday wanted watch spo throw memorial think backgroun fsci x jwo,74,0
236,2020-07-16 16:22:52,Glenview Woods @FPDCC #thursdayvibes,glenview woods fpdcc thursdayvibes,34,0
237,2020-07-16 16:22:52,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
238,2020-07-16 16:22:52,"Yup, played golf yesterday, masked up in all common areas.

BTW, Golf is inherently a socially distanced activity.… https://t.co/QxX6oXfdcr",yup played golf yesterday masked mmon areas btw golf inherently socially distanced activity qxx oxfdcr,102,1
239,2020-07-16 16:22:53,"@Kansascurvygirl Mini golf, nipple clamps, dinner, remote control vibrator, horror movie cuddled on couch, happy ending.",kansascurvygirl mini golf nipple clamps dinner remote ntrol vibrator horror movie cuddled uch happy ending,106,1
240,2020-07-16 16:22:53,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
241,2020-07-16 16:22:53,Reed Arknights be like: I'm Irish https://t.co/S6My6AoyVG,reed arknights like irish aoyvg,31,0
242,2020-07-16 16:22:53,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
243,2020-07-16 16:22:54,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
244,2020-07-16 16:22:54,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
245,2020-07-16 16:22:54,"RT @dayhikingtrails: Enjoy lake, woods in Wisconsin northwoods 
#visitwisconsin #hiking #northwoods https://t.co/KgmJuQx13M https://t.co/dJ…",dayhikingtrails enjoy lake woods wis nsin hwoods visitwis nsin hiking hwoods kgmjuqx dj,87,1
246,2020-07-16 16:22:54,@thewire_in What can be expected from these of judges whose only motto is to please their masters who helped them… https://t.co/F8MYX4TOah,thewire expected judges whose motto please masters helped f myx toah,68,-1
247,2020-07-16 16:22:54,"RT @LindseyMustGo: Almost 140,000 dead. Millions unemployed. Parents frightened and unsure if it’s safe for their kids to go back to school…",lindseymustgo almost dead millions unemployed parents frightened unsure safe kids go back school,96,1
248,2020-07-16 16:22:55,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
249,2020-07-16 16:22:55,"RT @Lawrence: Trump cares. He really really cares. You can see how much he cares.  

About golf.",lawrence trump cares really really cares see much cares golf,60,1
250,2020-07-16 16:22:55,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
